scenario,year,esc,exporter,importer
default,2030,shipping-steel,CN-Northeast,T0466
default,2030,shipping-steel,CN-Northeast,T0522
default,2030,shipping-steel,CN-Northeast,T0500
default,2030,shipping-steel,CN-Southeast,T0557
default,2030,shipping-steel,CN-Southeast,T0492
default,2030,shipping-steel,CN-Southeast,T0498
default,2030,shipping-steel,CN-Southeast,T0462
default,2030,shipping-steel,CN-Southeast,T0466
default,2030,shipping-steel,CN-Southeast,T0522
default,2030,shipping-steel,CN-Southeast,T0500
default,2030,shipping-steel,DZ,T0557
default,2030,shipping-steel,DZ,T0492
default,2030,shipping-steel,DZ,T0498
default,2030,shipping-steel,DZ,T0462
default,2030,shipping-steel,DZ,T0466
default,2030,shipping-steel,DZ,T0522
default,2030,shipping-steel,DZ,T0500
default,2030,shipping-steel,EG,T0557
default,2030,shipping-steel,EG,T0492
default,2030,shipping-steel,EG,T0498
default,2030,shipping-steel,EG,T0462
default,2030,shipping-steel,EG,T0466
default,2030,shipping-steel,EG,T0522
default,2030,shipping-steel,EG,T0500
default,2030,shipping-steel,LY,T0557
default,2030,shipping-steel,LY,T0492
default,2030,shipping-steel,LY,T0498
default,2030,shipping-steel,LY,T0462
default,2030,shipping-steel,LY,T0466
default,2030,shipping-steel,LY,T0522
default,2030,shipping-steel,LY,T0500
default,2030,shipping-steel,MA,T0557
default,2030,shipping-steel,MA,T0492
default,2030,shipping-steel,MA,T0498
default,2030,shipping-steel,MA,T0462
default,2030,shipping-steel,MA,T0466
default,2030,shipping-steel,MA,T0522
default,2030,shipping-steel,MA,T0500
default,2030,shipping-steel,EH,T0557
default,2030,shipping-steel,EH,T0492
default,2030,shipping-steel,EH,T0498
default,2030,shipping-steel,EH,T0462
default,2030,shipping-steel,EH,T0466
default,2030,shipping-steel,EH,T0522
default,2030,shipping-steel,EH,T0500
default,2030,shipping-steel,NA,T0557
default,2030,shipping-steel,NA,T0492
default,2030,shipping-steel,NA,T0498
default,2030,shipping-steel,NA,T0462
default,2030,shipping-steel,NA,T0466
default,2030,shipping-steel,NA,T0522
default,2030,shipping-steel,NA,T0500
default,2030,shipping-steel,OM,T0557
default,2030,shipping-steel,OM,T0492
default,2030,shipping-steel,OM,T0498
default,2030,shipping-steel,OM,T0462
default,2030,shipping-steel,OM,T0466
default,2030,shipping-steel,OM,T0522
default,2030,shipping-steel,OM,T0500
default,2030,shipping-steel,SA,T0557
default,2030,shipping-steel,SA,T0492
default,2030,shipping-steel,SA,T0498
default,2030,shipping-steel,SA,T0462
default,2030,shipping-steel,SA,T0466
default,2030,shipping-steel,SA,T0522
default,2030,shipping-steel,SA,T0500
default,2030,shipping-steel,TN,T0557
default,2030,shipping-steel,TN,T0492
default,2030,shipping-steel,TN,T0498
default,2030,shipping-steel,TN,T0462
default,2030,shipping-steel,TN,T0466
default,2030,shipping-steel,TN,T0522
default,2030,shipping-steel,TN,T0500
default,2030,shipping-steel,TR,T0557
default,2030,shipping-steel,TR,T0492
default,2030,shipping-steel,TR,T0498
default,2030,shipping-steel,TR,T0462
default,2030,shipping-steel,TR,T0466
default,2030,shipping-steel,TR,T0522
default,2030,shipping-steel,TR,T0500
default,2030,shipping-steel,UA,T0557
default,2030,shipping-steel,UA,T0492
default,2030,shipping-steel,UA,T0498
default,2030,shipping-steel,UA,T0462
default,2030,shipping-steel,UA,T0466
default,2030,shipping-steel,UA,T0522
default,2030,shipping-steel,UA,T0500
default,2030,shipping-steel,US-Northeast,T0557
default,2030,shipping-steel,US-Northeast,T0492
default,2030,shipping-steel,US-Northeast,T0498
default,2030,shipping-steel,US-Northeast,T0462
default,2030,shipping-steel,US-Northeast,T0466
default,2030,shipping-steel,US-Northeast,T0522
default,2030,shipping-steel,US-Northeast,T0500
default,2030,shipping-steel,US-Southeast,T0557
default,2030,shipping-steel,US-Southeast,T0492
default,2030,shipping-steel,US-Southeast,T0498
default,2030,shipping-steel,US-Southeast,T0462
default,2030,shipping-steel,US-Southeast,T0466
default,2030,shipping-steel,US-Southeast,T0522
default,2030,shipping-steel,US-Southeast,T0500
default,2030,shipping-steel,US-Northwest,T0557
default,2030,shipping-steel,US-Northwest,T0492
default,2030,shipping-steel,US-Northwest,T0498
default,2030,shipping-steel,US-Northwest,T0462
default,2030,shipping-steel,US-Northwest,T0466
default,2030,shipping-steel,US-Northwest,T0522
default,2030,shipping-steel,US-Northwest,T0500
default,2030,shipping-steel,US-South,T0557
default,2030,shipping-steel,US-South,T0492
default,2030,shipping-steel,US-South,T0498
default,2030,shipping-steel,US-South,T0462
default,2030,shipping-steel,US-South,T0466
default,2030,shipping-steel,US-South,T0522
default,2030,shipping-steel,US-South,T0500
default,2030,shipping-steel,US-Southwest,T0557
default,2030,shipping-steel,US-Southwest,T0492
default,2030,shipping-steel,US-Southwest,T0498
default,2030,shipping-steel,US-Southwest,T0462
default,2030,shipping-steel,US-Southwest,T0466
default,2030,shipping-steel,US-Southwest,T0522
default,2030,shipping-steel,US-Southwest,T0500
default,2030,shipping-steel,US-Alaska,T0557
default,2030,shipping-steel,US-Alaska,T0492
default,2030,shipping-steel,US-Alaska,T0498
default,2030,shipping-steel,US-Alaska,T0462
default,2030,shipping-steel,US-Alaska,T0466
default,2030,shipping-steel,US-Alaska,T0522
default,2030,shipping-steel,US-Alaska,T0500
default,2030,shipping-steel,MX,T0557
default,2030,shipping-steel,MX,T0492
default,2030,shipping-steel,MX,T0498
default,2030,shipping-steel,MX,T0462
default,2030,shipping-steel,MX,T0466
default,2030,shipping-steel,MX,T0522
default,2030,shipping-steel,MX,T0500
default,2030,shipping-steel,PK,T0557
default,2030,shipping-steel,PK,T0492
default,2030,shipping-steel,PK,T0498
default,2030,shipping-steel,PK,T0462
default,2030,shipping-steel,PK,T0466
default,2030,shipping-steel,PK,T0522
default,2030,shipping-steel,PK,T0500
default,2030,shipping-steel,TH,T0557
default,2030,shipping-steel,TH,T0492
default,2030,shipping-steel,TH,T0498
default,2030,shipping-steel,TH,T0462
default,2030,shipping-steel,TH,T0466
default,2030,shipping-steel,TH,T0522
default,2030,shipping-steel,TH,T0500
default,2030,shipping-steel,ZA,T0557
default,2030,shipping-steel,ZA,T0492
default,2030,shipping-steel,ZA,T0498
default,2030,shipping-steel,ZA,T0462
default,2030,shipping-steel,ZA,T0466
default,2030,shipping-steel,ZA,T0522
default,2030,shipping-steel,ZA,T0500
default,2030,shipping-steel,KE,T0557
default,2030,shipping-steel,KE,T0492
default,2030,shipping-steel,KE,T0498
default,2030,shipping-steel,KE,T0462
default,2030,shipping-steel,KE,T0466
default,2030,shipping-steel,KE,T0522
default,2030,shipping-steel,KE,T0500
default,2030,shipping-steel,TZ,T0557
default,2030,shipping-steel,TZ,T0492
default,2030,shipping-steel,TZ,T0498
default,2030,shipping-steel,TZ,T0462
default,2030,shipping-steel,TZ,T0466
default,2030,shipping-steel,TZ,T0522
default,2030,shipping-steel,TZ,T0500
default,2030,shipping-steel,NG,T0557
default,2030,shipping-steel,NG,T0492
default,2030,shipping-steel,NG,T0498
default,2030,shipping-steel,NG,T0462
default,2030,shipping-steel,NG,T0466
default,2030,shipping-steel,NG,T0522
default,2030,shipping-steel,NG,T0500
default,2030,shipping-steel,AO,T0557
default,2030,shipping-steel,AO,T0492
default,2030,shipping-steel,AO,T0498
default,2030,shipping-steel,AO,T0462
default,2030,shipping-steel,AO,T0466
default,2030,shipping-steel,AO,T0522
default,2030,shipping-steel,AO,T0500
default,2030,shipping-steel,ET,T0557
default,2030,shipping-steel,ET,T0492
default,2030,shipping-steel,ET,T0498
default,2030,shipping-steel,ET,T0462
default,2030,shipping-steel,ET,T0466
default,2030,shipping-steel,ET,T0522
default,2030,shipping-steel,ET,T0500
default,2030,shipping-steel,MZ,T0557
default,2030,shipping-steel,MZ,T0492
default,2030,shipping-steel,MZ,T0498
default,2030,shipping-steel,MZ,T0462
default,2030,shipping-steel,MZ,T0466
default,2030,shipping-steel,MZ,T0522
default,2030,shipping-steel,MZ,T0500
default,2030,shipping-steel,ER,T0557
default,2030,shipping-steel,ER,T0492
default,2030,shipping-steel,ER,T0498
default,2030,shipping-steel,ER,T0462
default,2030,shipping-steel,ER,T0466
default,2030,shipping-steel,ER,T0522
default,2030,shipping-steel,ER,T0500
default,2030,shipping-steel,MR,T0557
default,2030,shipping-steel,MR,T0492
default,2030,shipping-steel,MR,T0498
default,2030,shipping-steel,MR,T0462
default,2030,shipping-steel,MR,T0466
default,2030,shipping-steel,MR,T0522
default,2030,shipping-steel,MR,T0500
default,2030,shipping-steel,SN,T0557
default,2030,shipping-steel,SN,T0492
default,2030,shipping-steel,SN,T0498
default,2030,shipping-steel,SN,T0462
default,2030,shipping-steel,SN,T0466
default,2030,shipping-steel,SN,T0522
default,2030,shipping-steel,SN,T0500
default,2030,shipping-steel,UY,T0557
default,2030,shipping-steel,UY,T0492
default,2030,shipping-steel,UY,T0498
default,2030,shipping-steel,UY,T0462
default,2030,shipping-steel,UY,T0466
default,2030,shipping-steel,UY,T0522
default,2030,shipping-steel,UY,T0500
default,2030,shipping-steel,CO,T0557
default,2030,shipping-steel,CO,T0492
default,2030,shipping-steel,CO,T0498
default,2030,shipping-steel,CO,T0462
default,2030,shipping-steel,CO,T0466
default,2030,shipping-steel,CO,T0522
default,2030,shipping-steel,CO,T0500
default,2030,shipping-steel,PE,T0557
default,2030,shipping-steel,PE,T0492
default,2030,shipping-steel,PE,T0498
default,2030,shipping-steel,PE,T0462
default,2030,shipping-steel,PE,T0466
default,2030,shipping-steel,PE,T0522
default,2030,shipping-steel,PE,T0500
default,2030,shipping-steel,IN-Northwest,T0557
default,2030,shipping-steel,IN-Northwest,T0492
default,2030,shipping-steel,IN-Northwest,T0498
default,2030,shipping-steel,IN-Northwest,T0462
default,2030,shipping-steel,IN-Northwest,T0466
default,2030,shipping-steel,IN-Northwest,T0522
default,2030,shipping-steel,IN-Northwest,T0500
default,2030,shipping-steel,IN-South,T0557
default,2030,shipping-steel,IN-South,T0492
default,2030,shipping-steel,IN-South,T0498
default,2030,shipping-steel,IN-South,T0462
default,2030,shipping-steel,IN-South,T0466
default,2030,shipping-steel,IN-South,T0522
default,2030,shipping-steel,IN-South,T0500
default,2030,shipping-steel,IN-East,T0557
default,2030,shipping-steel,IN-East,T0492
default,2030,shipping-steel,IN-East,T0498
default,2030,shipping-steel,IN-East,T0462
default,2030,shipping-steel,IN-East,T0466
default,2030,shipping-steel,IN-East,T0522
default,2030,shipping-steel,IN-East,T0500
default,2030,shipping-steel,MG,T0557
default,2030,shipping-steel,MG,T0492
default,2030,shipping-steel,MG,T0498
default,2030,shipping-steel,MG,T0462
default,2030,shipping-steel,MG,T0466
default,2030,shipping-steel,MG,T0522
default,2030,shipping-steel,MG,T0500
default,2030,shipping-steel,BO,T0557
default,2030,shipping-steel,BO,T0492
default,2030,shipping-steel,BO,T0498
default,2030,shipping-steel,BO,T0462
default,2030,shipping-steel,BO,T0466
default,2030,shipping-steel,BO,T0522
default,2030,shipping-steel,BO,T0500
default,2030,shipping-hbi,AR-South,T0557
default,2030,shipping-hbi,AR-South,T0492
default,2030,shipping-hbi,AR-South,T0498
default,2030,shipping-hbi,AR-South,T0462
default,2030,shipping-hbi,AR-South,T0466
default,2030,shipping-hbi,AR-South,T0522
default,2030,shipping-hbi,AR-South,T0500
default,2030,shipping-hbi,AR-North,T0557
default,2030,shipping-hbi,AR-North,T0492
default,2030,shipping-hbi,AR-North,T0498
default,2030,shipping-hbi,AR-North,T0462
default,2030,shipping-hbi,AR-North,T0466
default,2030,shipping-hbi,AR-North,T0522
default,2030,shipping-hbi,AR-North,T0500
default,2030,shipping-hbi,AU-West,T0557
default,2030,shipping-hbi,AU-West,T0492
default,2030,shipping-hbi,AU-West,T0498
default,2030,shipping-hbi,AU-West,T0462
default,2030,shipping-hbi,AU-West,T0466
default,2030,shipping-hbi,AU-West,T0522
default,2030,shipping-hbi,AU-West,T0500
default,2030,shipping-hbi,AU-East,T0557
default,2030,shipping-hbi,AU-East,T0492
default,2030,shipping-hbi,AU-East,T0498
default,2030,shipping-hbi,AU-East,T0462
default,2030,shipping-hbi,AU-East,T0466
default,2030,shipping-hbi,AU-East,T0522
default,2030,shipping-hbi,AU-East,T0500
default,2030,shipping-hbi,BR-Northeast,T0557
default,2030,shipping-hbi,BR-Northeast,T0492
default,2030,shipping-hbi,BR-Northeast,T0498
default,2030,shipping-hbi,BR-Northeast,T0462
default,2030,shipping-hbi,BR-Northeast,T0466
default,2030,shipping-hbi,BR-Northeast,T0522
default,2030,shipping-hbi,BR-Northeast,T0500
default,2030,shipping-hbi,BR-Southeast,T0557
default,2030,shipping-hbi,BR-Southeast,T0492
default,2030,shipping-hbi,BR-Southeast,T0498
default,2030,shipping-hbi,BR-Southeast,T0462
default,2030,shipping-hbi,BR-Southeast,T0466
default,2030,shipping-hbi,BR-Southeast,T0522
default,2030,shipping-hbi,BR-Southeast,T0500
default,2030,shipping-hbi,CA-East,T0557
default,2030,shipping-hbi,CA-East,T0492
default,2030,shipping-hbi,CA-East,T0498
default,2030,shipping-hbi,CA-East,T0462
default,2030,shipping-hbi,CA-East,T0466
default,2030,shipping-hbi,CA-East,T0522
default,2030,shipping-hbi,CA-East,T0500
default,2030,shipping-hbi,CL,T0557
default,2030,shipping-hbi,CL,T0492
default,2030,shipping-hbi,CL,T0498
default,2030,shipping-hbi,CL,T0462
default,2030,shipping-hbi,CL,T0466
default,2030,shipping-hbi,CL,T0522
default,2030,shipping-hbi,CL,T0500
default,2030,shipping-hbi,CN-Northeast,T0557
default,2030,shipping-hbi,CN-Northeast,T0492
default,2030,shipping-hbi,CN-Northeast,T0498
default,2030,shipping-hbi,CN-Northeast,T0462
default,2030,shipping-hbi,CN-Northeast,T0466
default,2030,shipping-hbi,CN-Northeast,T0522
default,2030,shipping-hbi,CN-Northeast,T0500
default,2030,shipping-hbi,CN-Southeast,T0557
default,2030,shipping-hbi,CN-Southeast,T0492
default,2030,shipping-hbi,CN-Southeast,T0498
default,2030,shipping-hbi,CN-Southeast,T0462
default,2030,shipping-hbi,CN-Southeast,T0466
default,2030,shipping-hbi,CN-Southeast,T0522
default,2030,shipping-hbi,CN-Southeast,T0500
default,2030,shipping-hbi,DZ,T0557
default,2030,shipping-hbi,DZ,T0492
default,2030,shipping-hbi,DZ,T0498
default,2030,shipping-hbi,DZ,T0462
default,2030,shipping-hbi,DZ,T0466
default,2030,shipping-hbi,DZ,T0522
default,2030,shipping-hbi,DZ,T0500
default,2030,shipping-hbi,EG,T0557
default,2030,shipping-hbi,EG,T0492
default,2030,shipping-hbi,EG,T0498
default,2030,shipping-hbi,EG,T0462
default,2030,shipping-hbi,EG,T0466
default,2030,shipping-hbi,EG,T0522
default,2030,shipping-hbi,EG,T0500
default,2030,shipping-hbi,LY,T0557
default,2030,shipping-hbi,LY,T0492
default,2030,shipping-hbi,LY,T0498
default,2030,shipping-hbi,LY,T0462
default,2030,shipping-hbi,LY,T0466
default,2030,shipping-hbi,LY,T0522
default,2030,shipping-hbi,LY,T0500
default,2030,shipping-hbi,MA,T0557
default,2030,shipping-hbi,MA,T0492
default,2030,shipping-hbi,MA,T0498
default,2030,shipping-hbi,MA,T0462
default,2030,shipping-hbi,MA,T0466
default,2030,shipping-hbi,MA,T0522
default,2030,shipping-hbi,MA,T0500
default,2030,shipping-hbi,EH,T0557
default,2030,shipping-hbi,EH,T0492
default,2030,shipping-hbi,EH,T0498
default,2030,shipping-hbi,EH,T0462
default,2030,shipping-hbi,EH,T0466
default,2030,shipping-hbi,EH,T0522
default,2030,shipping-hbi,EH,T0500
default,2030,shipping-hbi,NA,T0557
default,2030,shipping-hbi,NA,T0492
default,2030,shipping-hbi,NA,T0498
default,2030,shipping-hbi,NA,T0462
default,2030,shipping-hbi,NA,T0466
default,2030,shipping-hbi,NA,T0522
default,2030,shipping-hbi,NA,T0500
default,2030,shipping-hbi,OM,T0557
default,2030,shipping-hbi,OM,T0492
default,2030,shipping-hbi,OM,T0498
default,2030,shipping-hbi,OM,T0462
default,2030,shipping-hbi,OM,T0466
default,2030,shipping-hbi,OM,T0522
default,2030,shipping-hbi,OM,T0500
default,2030,shipping-hbi,SA,T0557
default,2030,shipping-hbi,SA,T0492
default,2030,shipping-hbi,SA,T0498
default,2030,shipping-hbi,SA,T0462
default,2030,shipping-hbi,SA,T0466
default,2030,shipping-hbi,SA,T0522
default,2030,shipping-hbi,SA,T0500
default,2030,shipping-hbi,TN,T0557
default,2030,shipping-hbi,TN,T0492
default,2030,shipping-hbi,TN,T0498
default,2030,shipping-hbi,TN,T0462
default,2030,shipping-hbi,TN,T0466
default,2030,shipping-hbi,TN,T0522
default,2030,shipping-hbi,TN,T0500
default,2030,shipping-hbi,TR,T0557
default,2030,shipping-hbi,TR,T0492
default,2030,shipping-hbi,TR,T0498
default,2030,shipping-hbi,TR,T0462
default,2030,shipping-hbi,TR,T0466
default,2030,shipping-hbi,TR,T0522
default,2030,shipping-hbi,TR,T0500
default,2030,shipping-hbi,UA,T0557
default,2030,shipping-hbi,UA,T0492
default,2030,shipping-hbi,UA,T0498
default,2030,shipping-hbi,UA,T0462
default,2030,shipping-hbi,UA,T0466
default,2030,shipping-hbi,UA,T0522
default,2030,shipping-hbi,UA,T0500
default,2030,shipping-hbi,US-Northeast,T0557
default,2030,shipping-hbi,US-Northeast,T0492
default,2030,shipping-hbi,US-Northeast,T0498
default,2030,shipping-hbi,US-Northeast,T0462
default,2030,shipping-hbi,US-Northeast,T0466
default,2030,shipping-hbi,US-Northeast,T0522
default,2030,shipping-hbi,US-Northeast,T0500
default,2030,shipping-hbi,US-Southeast,T0557
default,2030,shipping-hbi,US-Southeast,T0492
default,2030,shipping-hbi,US-Southeast,T0498
default,2030,shipping-hbi,US-Southeast,T0462
default,2030,shipping-hbi,US-Southeast,T0466
default,2030,shipping-hbi,US-Southeast,T0522
default,2030,shipping-hbi,US-Southeast,T0500
default,2030,shipping-hbi,US-Northwest,T0557
default,2030,shipping-hbi,US-Northwest,T0492
default,2030,shipping-hbi,US-Northwest,T0498
default,2030,shipping-hbi,US-Northwest,T0462
default,2030,shipping-hbi,US-Northwest,T0466
default,2030,shipping-hbi,US-Northwest,T0522
default,2030,shipping-hbi,US-Northwest,T0500
default,2030,shipping-hbi,US-South,T0557
default,2030,shipping-hbi,US-South,T0492
default,2030,shipping-hbi,US-South,T0498
default,2030,shipping-hbi,US-South,T0462
default,2030,shipping-hbi,US-South,T0466
default,2030,shipping-hbi,US-South,T0522
default,2030,shipping-hbi,US-South,T0500
default,2030,shipping-hbi,US-Southwest,T0557
default,2030,shipping-hbi,US-Southwest,T0492
default,2030,shipping-hbi,US-Southwest,T0498
default,2030,shipping-hbi,US-Southwest,T0462
default,2030,shipping-hbi,US-Southwest,T0466
default,2030,shipping-hbi,US-Southwest,T0522
default,2030,shipping-hbi,US-Southwest,T0500
default,2030,shipping-hbi,US-Alaska,T0557
default,2030,shipping-hbi,US-Alaska,T0492
default,2030,shipping-hbi,US-Alaska,T0498
default,2030,shipping-hbi,US-Alaska,T0462
default,2030,shipping-hbi,US-Alaska,T0466
default,2030,shipping-hbi,US-Alaska,T0522
default,2030,shipping-hbi,US-Alaska,T0500
default,2030,shipping-hbi,MX,T0557
default,2030,shipping-hbi,MX,T0492
default,2030,shipping-hbi,MX,T0498
default,2030,shipping-hbi,MX,T0462
default,2030,shipping-hbi,MX,T0466
default,2030,shipping-hbi,MX,T0522
default,2030,shipping-hbi,MX,T0500
default,2030,shipping-hbi,PK,T0557
default,2030,shipping-hbi,PK,T0492
default,2030,shipping-hbi,PK,T0498
default,2030,shipping-hbi,PK,T0462
default,2030,shipping-hbi,PK,T0466
default,2030,shipping-hbi,PK,T0522
default,2030,shipping-hbi,PK,T0500
default,2030,shipping-hbi,TH,T0557
default,2030,shipping-hbi,TH,T0492
default,2030,shipping-hbi,TH,T0498
default,2030,shipping-hbi,TH,T0462
default,2030,shipping-hbi,TH,T0466
default,2030,shipping-hbi,TH,T0522
default,2030,shipping-hbi,TH,T0500
default,2030,shipping-hbi,ZA,T0557
default,2030,shipping-hbi,ZA,T0492
default,2030,shipping-hbi,ZA,T0498
default,2030,shipping-hbi,ZA,T0462
default,2030,shipping-hbi,ZA,T0466
default,2030,shipping-hbi,ZA,T0522
default,2030,shipping-hbi,ZA,T0500
default,2030,shipping-hbi,KE,T0557
default,2030,shipping-hbi,KE,T0492
default,2030,shipping-hbi,KE,T0498
default,2030,shipping-hbi,KE,T0462
default,2030,shipping-hbi,KE,T0466
default,2030,shipping-hbi,KE,T0522
default,2030,shipping-hbi,KE,T0500
default,2030,shipping-hbi,TZ,T0557
default,2030,shipping-hbi,TZ,T0492
default,2030,shipping-hbi,TZ,T0498
default,2030,shipping-hbi,TZ,T0462
default,2030,shipping-hbi,TZ,T0466
default,2030,shipping-hbi,TZ,T0522
default,2030,shipping-hbi,TZ,T0500
default,2030,shipping-hbi,NG,T0557
